SNO,BHK,Sq. ft.,Crime rate(%),Distance from Hospital,Distance from Workplace, Distance from Market,Distance from Rly. Station,Rent
24214,3,985,35,6,10,1,1,10536
24215,1,384,24,10,7,4,9,4496
24216,1,393,38,2,5,3,10,4115
24217,2,638,40,6,2,8,1,6034
24218,3,1067,36,10,6,8,5,12765
24219,1,378,6,10,1,10,5,4477
24220,1,604,32,2,1,2,5,6672
24221,2,510,3,5,8,7,10,6367
24222,3,1122,21,10,8,10,9,13371
24223,3,1197,25,10,8,6,5,13067
24224,2,477,27,9,7,2,3,4683
24225,3,1345,21,4,5,1,10,13298
24226,2,533,27,7,8,5,1,6712
24227,1,463,10,10,3,7,4,5175
24228,2,529,23,10,4,6,6,6257
24229,1,488,25,4,3,9,9,4851
24230,1,555,8,10,9,10,3,6341
24231,1,355,37,6,6,4,9,4211
24232,1,399,29,6,10,5,6,4083
24233,1,465,25,4,5,4,2,4594
24234,1,587,4,4,10,10,2,6167
24235,2,484,12,2,5,5,10,4753
24236,2,403,11,9,1,5,10,5334
24237,1,445,24,4,4,8,8,4712
24238,2,510,29,9,5,2,10,6342
24239,1,630,18,2,4,7,9,6114
24240,1,469,2,6,4,6,6,5025
24241,1,419,5,2,5,2,10,4540
24242,2,618,9,7,8,5,3,6329
24243,3,855,15,7,2,4,6,10475
24244,2,636,31,1,8,6,3,6881
24245,3,1108,1,2,9,2,7,12633
24246,1,645,28,5,3,5,5,6516
24247,2,477,32,4,10,8,4,5032
24248,1,453,17,9,5,10,7,5171
24249,3,1069,4,3,6,3,3,12406
24250,2,549,19,3,2,10,7,6193
24251,3,939,5,4,1,9,3,11015
24252,2,619,13,8,4,9,1,6569
24253,3,848,29,9,1,3,8,7665
24254,1,522,6,9,4,3,8,6847
24255,1,405,20,7,4,3,1,4675
24256,3,804,22,7,7,2,8,8283
24257,1,443,25,6,7,2,10,4975
24258,1,383,25,5,1,7,5,3850
24259,1,390,5,1,1,1,2,3775
24260,1,427,39,4,8,2,7,5153
24261,3,1362,37,5,8,8,9,12566
24262,3,1166,23,2,8,9,6,12053
24263,2,614,16,9,7,3,4,6417
24264,3,1012,30,1,10,1,9,13305
24265,2,452,33,9,2,9,4,4715
24266,1,449,8,10,6,5,6,4643
24267,2,455,33,2,4,8,8,5445
24268,2,498,21,4,2,5,9,4902
24269,3,924,1,3,5,10,8,10464
24270,1,371,12,8,3,1,3,3823
24271,1,616,33,9,9,9,1,6079
24272,2,400,30,1,10,9,9,4347
24273,2,606,36,6,3,2,2,6976
24274,1,502,24,1,2,6,9,6676
24275,2,379,4,10,8,8,6,4150
24276,1,579,3,9,9,7,9,6061
24277,2,371,17,10,10,8,9,3975
24278,1,492,28,7,4,8,5,4551
24279,2,568,8,7,9,3,6,6589
24280,3,924,5,8,10,4,9,9982
24281,1,643,40,5,9,3,1,6659
24282,2,648,38,9,4,4,8,6614
24283,2,554,4,9,9,6,2,6742
24284,3,1059,31,2,7,6,5,13867
24285,2,572,10,9,5,6,5,6599
24286,2,527,18,7,6,3,3,6920
24287,2,525,40,1,3,9,6,6905
24288,1,629,2,5,3,6,3,6113
24289,2,370,18,2,4,5,10,4079
24290,1,417,26,9,8,9,2,4977
24291,3,1292,25,6,9,5,3,13966
24292,2,587,34,1,8,10,10,6181
24293,3,1372,13,8,5,8,1,12979
24294,1,408,28,6,3,4,1,5159
24295,1,542,29,7,8,8,1,6287
24296,1,549,24,1,7,2,3,6776
24297,1,395,33,4,3,7,9,4045
24298,2,515,18,9,8,2,7,6383
24299,2,403,16,7,7,5,3,5308
24300,2,422,1,8,7,4,5,4851
24301,1,619,10,3,9,4,9,6069
24302,2,486,5,9,10,9,3,4681
24303,3,1252,39,3,2,6,1,13938
24304,2,502,12,1,8,7,10,6538
24305,1,587,38,8,1,3,3,6972
24306,2,447,17,5,9,10,1,5028
24307,2,358,18,7,7,1,1,4440
24308,2,638,7,2,3,2,3,6484
24309,2,610,6,3,9,4,5,6980
24310,1,612,9,4,2,4,8,6516
24311,2,395,11,9,6,1,8,4303
24312,1,643,37,6,9,1,5,6141
24313,1,417,24,2,7,9,3,5260
24314,2,612,37,10,8,2,10,6981
24315,2,471,12,5,8,5,6,4833
24316,3,816,9,1,3,10,3,8619
24317,2,627,28,7,4,7,4,6848
24318,1,529,1,3,4,9,1,6487
24319,2,479,3,6,3,5,7,4570
24320,3,1036,2,4,7,10,10,12293
24321,2,497,17,9,3,9,10,5223
24322,2,434,38,4,5,6,2,4821
24323,3,1264,2,9,6,4,3,13766
24324,3,1259,32,10,9,8,3,12373
24325,2,521,1,4,6,8,6,6001
24326,1,408,39,10,9,10,8,5458
24327,1,500,32,2,10,1,5,4512
24328,3,1395,40,5,5,8,1,11575
24329,2,580,35,8,5,2,1,6793
24330,2,487,16,1,3,8,9,4817
24331,2,381,11,4,1,3,9,3764
24332,3,1305,16,4,4,6,3,11815
24333,1,586,15,7,4,7,10,6115
24334,3,1357,37,9,8,6,2,13740
24335,3,963,6,1,6,6,3,11278
24336,1,424,30,10,2,7,3,4944
24337,1,633,29,7,8,10,8,6641
24338,3,1107,18,3,1,6,7,12521
24339,2,365,40,3,3,7,9,3891
24340,1,525,4,5,6,2,8,6123
24341,3,927,19,10,6,10,3,9888
24342,2,476,38,8,3,3,6,4911
24343,2,443,21,4,8,3,7,5269
24344,3,1163,5,4,6,3,6,13439
24345,1,400,13,8,10,6,7,3816
24346,3,1321,6,10,10,7,3,12574
24347,3,1026,36,9,2,8,7,13666
24348,2,544,26,1,8,9,6,6257
24349,3,1351,32,8,2,3,7,13836
24350,1,466,34,4,10,2,2,4829
24351,2,587,24,4,2,4,8,6613
24352,1,453,13,7,5,2,1,4652
24353,2,514,4,1,6,4,8,6703
24354,3,813,13,2,5,4,4,8069
24355,3,1360,6,6,10,6,6,12924
24356,2,517,10,8,1,5,9,6302
24357,3,1353,34,3,10,7,6,12057
24358,1,572,12,7,6,9,10,6369
24359,1,472,5,3,9,1,3,4749
24360,1,397,8,1,3,4,4,4226
24361,3,886,34,7,8,8,8,10724
24362,1,556,5,7,2,5,1,6838
24363,1,490,11,9,6,4,7,4546
24364,2,590,28,8,3,5,10,6540
24365,1,533,34,5,7,5,7,6852
24366,3,1063,38,5,8,2,9,13918
24367,2,410,27,4,9,10,1,5477
24368,2,636,7,4,1,1,5,6884
24369,1,610,8,5,9,3,7,6212
24370,2,374,22,7,4,3,3,4123
24371,2,360,10,8,3,1,7,4196
24372,3,1167,20,6,7,8,4,12786
24373,3,1100,39,9,10,2,9,13789
24374,1,499,32,7,4,9,4,5056
24375,2,623,27,8,6,1,1,6187
24376,3,1060,6,10,8,1,9,13234
24377,2,457,15,4,6,8,1,5449
24378,3,1233,22,1,9,2,5,12650
24379,2,505,39,2,8,2,7,6224
24380,1,475,10,8,8,3,5,5326
24381,2,498,5,8,7,7,7,4743
24382,3,1151,12,10,3,10,10,11613
24383,2,360,27,7,9,10,1,4391
24384,2,419,15,3,6,4,2,4861
24385,2,405,4,6,9,7,6,4959
24386,3,1315,29,2,7,2,4,12873
24387,1,439,23,7,5,1,9,4926
24388,1,603,29,7,10,10,7,6836
24389,1,353,27,7,5,6,2,4471
24390,3,1254,25,7,7,6,8,13406
24391,3,1066,15,7,2,3,9,13790
24392,2,484,20,1,4,10,2,4632
24393,2,557,31,1,5,2,1,6399
24394,1,500,21,2,7,6,2,5092
24395,3,1288,27,7,5,1,8,13112
24396,2,605,21,5,5,2,1,6717
24397,1,530,33,4,5,7,5,6202
24398,3,1039,12,10,10,4,5,13005
24399,2,461,13,8,5,1,4,4599
24400,3,1021,18,5,7,3,1,13781
24401,2,594,5,7,10,8,5,6743
24402,1,449,22,2,2,7,3,5089
24403,2,465,20,10,5,9,6,4705
24404,2,437,4,5,4,9,3,5320
24405,1,415,30,6,10,4,3,4515
24406,1,399,23,8,4,8,8,4153
24407,3,932,6,8,2,5,1,10961
24408,3,1006,20,1,9,5,10,12425
24409,3,1269,8,5,7,5,6,11964
24410,3,1226,21,1,7,9,5,13782
24411,2,556,13,9,5,8,5,6980
24412,3,1174,25,1,10,8,9,11845
24413,1,571,8,5,4,8,8,6782
24414,1,551,8,6,2,1,9,6666
24415,2,482,1,9,10,8,9,5470
24416,3,1332,10,1,1,10,7,12249
24417,1,362,39,7,9,7,1,4170
24418,1,580,29,7,1,10,6,6552
24419,3,1073,8,7,1,1,7,13504
24420,1,353,16,4,5,3,10,4316
24421,1,381,29,5,7,10,2,3734
24422,2,556,23,4,4,3,1,6599
24423,1,520,10,5,2,1,9,6137
24424,2,450,39,3,8,4,10,5311
24425,3,1194,27,10,5,7,8,11787
24426,1,385,16,1,8,5,4,4002
24427,3,1169,4,2,7,2,6,13813
24428,1,638,8,9,7,10,4,6665
24429,1,499,39,2,8,4,6,5340
24430,1,547,5,1,10,9,9,6938
24431,1,542,13,2,6,7,2,6548
24432,2,433,16,7,6,4,8,5030
24433,1,504,21,4,5,1,2,6793
24434,3,1106,9,2,4,1,2,13854
24435,1,421,1,2,1,7,2,5343
24436,1,461,19,4,10,6,9,5382
24437,1,425,33,9,6,9,6,4866
24438,3,859,4,4,1,4,2,10316
24439,1,481,27,2,7,5,8,5287
24440,3,918,16,9,5,1,6,11205
24441,2,444,32,7,7,7,6,4677
24442,1,405,15,2,8,1,4,5035
24443,2,507,13,2,10,4,8,6276
24444,3,828,1,3,3,2,6,8995
24445,2,587,12,3,2,6,10,6022
24446,1,429,12,5,5,7,10,5128
24447,3,929,40,9,10,10,4,10383
24448,3,1229,5,3,9,5,1,12611
24449,1,360,14,10,6,9,1,4046
24450,3,864,23,9,5,3,3,9975
24451,1,393,13,8,6,9,7,4390
24452,2,429,6,9,10,2,1,5486
24453,3,805,13,3,1,10,10,7927
24454,2,490,6,4,9,10,10,4900
24455,3,1387,24,10,4,4,4,13390
24456,1,455,22,9,10,9,10,4898
24457,2,588,30,4,9,3,4,6707
24458,2,425,31,10,1,3,6,5178
24459,3,1029,25,6,6,7,1,11900
24460,3,1006,3,8,7,9,8,13452
24461,3,897,25,8,8,9,8,10843
24462,1,394,35,2,3,4,5,4138
24463,2,461,35,8,8,10,10,5051
24464,1,510,14,10,6,4,10,6984
24465,3,809,7,1,2,5,6,8097
24466,3,1114,35,7,1,9,9,11733
24467,1,460,31,2,4,2,6,5141
24468,2,351,16,9,8,10,3,4035
24469,2,367,25,7,8,7,4,4251
24470,3,979,23,5,4,3,3,10800
24471,3,1154,5,5,8,7,2,13230
24472,2,578,13,9,4,5,3,6827
24473,3,1305,6,8,4,2,5,12495
24474,1,415,27,5,5,10,9,4500
24475,1,647,29,7,5,6,3,6816
24476,1,594,6,9,1,9,4,6804
24477,1,647,27,5,7,5,3,6070
24478,3,1032,26,9,1,2,2,12639
24479,1,388,25,1,3,7,3,4289
24480,3,1366,5,4,3,10,6,13225
24481,2,372,1,10,4,2,10,3946
24482,1,549,31,2,2,8,5,6239
24483,1,629,12,6,10,10,10,6463
24484,3,1264,7,8,1,9,9,13312
24485,2,498,24,3,7,1,6,5138
24486,2,375,4,2,6,9,8,4149
24487,3,1363,14,5,9,10,5,11885
24488,3,1303,35,9,4,1,2,12952
24489,3,1379,3,2,4,8,9,13248
24490,1,507,31,6,3,5,2,6942
24491,2,578,25,7,6,8,4,6423
24492,1,440,32,7,4,4,6,4674
24493,3,1342,34,7,4,5,3,13506
24494,1,586,36,6,3,9,1,6723
24495,2,650,26,4,9,10,3,6244
24496,3,1234,1,8,8,4,9,13815
24497,1,431,8,10,7,6,10,4665
24498,3,1368,21,10,3,5,3,12787
24499,1,582,32,6,3,4,2,6494
24500,1,481,31,2,9,6,9,5225
24501,2,538,15,3,6,4,8,6411
24502,1,625,10,8,7,6,1,6701
24503,1,368,22,10,5,8,3,4019
24504,3,1245,35,2,3,8,6,13516
24505,3,1264,9,4,5,4,5,13286
24506,1,448,34,4,9,7,1,4573
24507,1,587,22,8,9,1,6,6052
24508,2,618,19,2,4,7,2,6246
24509,2,391,40,1,4,1,10,4388
24510,3,963,20,5,1,9,7,11476
24511,1,396,19,2,7,5,4,4196
24512,3,1065,33,3,2,8,2,12158
24513,2,373,21,10,2,10,6,4117
24514,2,370,9,9,5,7,7,4285
24515,1,482,14,5,2,9,5,4975
24516,1,384,23,1,5,7,5,4320
24517,2,628,34,8,3,2,1,6631
24518,1,416,33,4,10,2,3,4990
24519,1,547,15,8,5,10,8,6294
24520,1,361,6,10,5,1,6,4015
24521,3,1342,39,5,9,2,2,11926
24522,1,630,23,7,8,8,3,6761
24523,3,1145,2,1,5,5,1,13673
24524,1,634,7,7,1,8,1,6200
24525,3,1242,21,3,7,2,6,13655
24526,2,421,37,7,2,8,2,5148
24527,3,1258,26,6,7,9,9,12635
24528,3,945,2,5,8,7,9,10640
24529,1,384,6,4,2,2,1,4431
24530,3,1320,2,1,10,10,4,12373
24531,1,633,17,1,4,9,9,6341
24532,1,552,7,7,1,5,2,6777
24533,1,432,40,5,4,9,6,4622
24534,3,1324,30,7,5,7,6,11685
24535,2,419,8,10,7,9,7,4974
24536,1,419,15,4,3,5,10,5472
24537,1,619,3,5,9,6,9,6148
24538,1,405,24,6,5,10,2,4537
24539,3,1298,20,9,10,1,4,12014
24540,3,1104,28,9,9,9,7,11794
24541,2,367,25,2,2,9,10,4230
24542,2,481,38,1,1,4,2,5004
24543,1,464,19,6,10,7,9,4996
24544,3,1249,18,4,3,3,6,12616
24545,3,973,37,7,2,3,9,10090
24546,2,494,3,8,10,3,2,5238
24547,2,448,1,9,9,10,9,5481
24548,1,489,17,5,7,1,6,5119
24549,1,503,30,7,3,7,5,6592
24550,1,602,34,8,2,2,10,6937
24551,2,520,7,10,7,9,1,6778
24552,2,607,37,9,10,1,9,6214
24553,1,557,5,1,5,5,5,6065
24554,3,1170,13,7,3,2,2,12548
24555,3,1056,16,3,10,9,9,13740
24556,1,465,38,7,4,10,2,5469
24557,2,454,31,3,5,2,6,4728
24558,2,426,33,4,8,4,8,5325
24559,2,467,24,6,2,8,5,4896
24560,3,1109,39,3,5,4,6,13518
24561,1,456,21,7,1,10,10,5259
24562,3,828,23,6,3,2,5,8313
24563,2,548,12,10,9,2,9,6220
24564,1,561,33,7,10,4,8,6566
24565,3,901,20,5,7,9,2,10769
24566,1,379,28,10,9,1,7,4349
24567,2,427,31,5,3,5,4,5181
24568,1,354,39,1,9,1,10,4434
24569,3,879,5,5,5,9,1,9354
24570,1,562,5,5,3,4,5,6212
24571,2,509,11,3,9,5,9,6475
24572,3,1370,21,5,5,7,7,12148
24573,1,599,37,3,3,2,10,6613
24574,1,597,29,8,3,10,8,6922
24575,3,1361,35,9,1,6,7,12949
24576,2,543,37,5,2,9,1,6404
24577,2,363,7,1,2,6,2,4319
24578,1,578,37,1,9,3,9,6010
24579,2,504,40,9,9,9,6,6582
24580,3,873,34,2,7,10,7,11017
24581,3,952,26,7,3,2,9,10703
24582,3,1170,22,10,10,10,8,13612
24583,2,376,22,7,2,9,9,4002
24584,2,582,23,6,7,2,2,6688
24585,3,1084,18,3,6,7,10,12838
24586,2,418,18,8,6,8,10,5405
24587,3,1118,11,3,6,3,8,12303
24588,3,1399,11,7,4,8,8,11843
24589,2,625,32,5,5,10,2,6846
24590,2,533,13,2,5,7,2,6190
24591,3,1030,5,8,10,5,10,11650
24592,1,503,9,6,6,8,3,6843
24593,3,916,33,1,8,3,8,9049
24594,3,947,28,1,2,9,10,9934
24595,1,432,19,4,10,10,4,5158
24596,3,896,30,4,6,6,4,10399
24597,1,624,8,5,7,10,10,6309
24598,1,357,26,9,7,6,8,4116
24599,1,637,12,3,8,6,6,6902
24600,1,507,13,9,10,7,8,6058
24601,3,1136,10,5,3,5,8,11741
24602,1,458,30,4,3,2,10,4540
24603,3,854,9,1,3,6,1,11227
24604,1,350,25,6,2,2,3,3712
24605,1,599,18,4,10,9,6,6727
24606,3,847,30,4,8,7,3,7159
24607,3,1010,37,8,2,1,4,11594
24608,1,492,26,2,10,9,10,4982
24609,3,1143,30,1,5,3,6,13373
24610,1,453,30,2,6,1,1,5447
24611,3,805,31,1,6,2,4,7159
24612,2,612,30,6,3,4,6,6014
24613,1,584,24,7,5,3,1,6683
24614,1,585,16,6,9,4,1,6398
24615,2,370,13,8,3,6,4,4278
24616,3,809,27,10,4,2,7,7675
24617,1,635,20,8,8,3,9,6272
24618,2,585,11,1,7,2,4,6063
24619,2,451,11,1,5,9,6,4888
24620,2,361,19,1,5,7,2,4284
24621,1,470,5,4,7,6,5,5419
24622,3,1348,9,9,10,2,4,13424
24623,1,426,18,2,3,5,7,4551
24624,1,623,8,9,3,2,3,6322
24625,1,618,15,10,10,7,5,6383
24626,3,1317,18,2,7,3,8,13771
24627,1,374,23,10,5,2,7,4356
24628,3,921,36,5,4,4,9,10152
24629,1,526,3,9,1,10,4,6412
24630,2,446,2,7,1,9,7,4536
24631,2,395,17,9,5,9,7,3930
24632,2,472,27,9,4,9,2,4963
24633,2,491,30,3,5,2,5,5234
24634,2,613,13,5,10,6,9,6573
24635,2,637,1,4,9,10,8,6988
24636,3,1373,2,3,10,9,3,13911
24637,1,626,40,2,10,4,7,6010
24638,1,581,31,10,8,7,1,6793
24639,3,998,4,8,10,5,4,10636
24640,2,390,6,2,1,10,9,4146
24641,2,616,22,10,9,5,6,6800
24642,1,437,14,3,3,1,4,4861
24643,2,618,10,5,5,6,7,6885
24644,3,898,5,7,10,3,6,9068
24645,2,648,6,2,4,4,6,6911
24646,1,418,30,8,7,5,5,5235
24647,1,414,36,8,3,5,5,5342
24648,2,365,33,4,6,3,5,3764
24649,1,382,1,5,8,2,6,4059
24650,1,384,7,4,9,3,7,3782
24651,2,577,6,7,3,1,3,6367
24652,3,1288,23,6,5,4,3,13642
24653,1,399,28,9,2,1,4,4099
24654,3,836,14,9,9,8,1,7091
24655,3,1330,35,8,5,1,10,13147
24656,3,888,15,5,5,2,9,10242
24657,2,423,32,9,2,7,6,4921
24658,1,379,8,10,10,9,2,3735
24659,1,639,12,8,9,3,7,6726
24660,3,1282,30,10,1,9,7,12510
24661,2,471,2,10,2,2,7,5369
24662,3,869,36,6,4,7,6,9660
24663,1,434,20,8,9,10,2,5171
24664,1,373,17,9,6,5,6,4151
24665,3,1193,23,3,9,4,10,11986
24666,2,487,15,8,10,6,9,4604
24667,3,994,29,9,3,9,8,10929
24668,1,358,31,1,2,4,10,4426
24669,2,573,39,1,2,1,3,6807
24670,1,646,3,4,5,3,7,6749
24671,3,1027,27,9,10,6,5,11686
24672,2,356,39,5,3,10,10,3779
24673,1,359,11,2,5,4,9,4331
24674,2,529,7,5,2,10,2,6776
24675,2,549,4,6,6,4,6,6082
24676,2,566,1,2,3,3,1,6046
24677,1,568,37,9,5,8,5,6807
24678,2,560,30,6,6,7,10,6629
24679,1,437,12,1,1,6,2,4898
24680,3,999,14,9,10,10,5,11310
24681,3,1209,1,7,10,9,3,11608
24682,2,604,4,10,2,4,2,6814
24683,3,920,9,10,10,3,10,9032
24684,3,1227,36,9,3,5,8,11924
24685,2,618,15,1,6,6,2,6753
24686,2,624,9,1,2,7,4,6747
24687,1,360,26,9,2,2,2,4069
24688,3,1054,28,4,2,10,6,13359
24689,2,474,1,5,3,1,10,4781
24690,2,591,25,9,1,2,5,6958
24691,1,574,36,4,7,8,6,6409
24692,3,1300,12,5,1,1,3,11673
24693,3,1221,2,1,8,10,3,12772
24694,1,391,13,3,5,2,2,3874
24695,3,1353,24,4,2,10,4,12253
24696,3,1220,39,3,8,7,5,12218
24697,2,471,29,9,4,1,3,5461
24698,2,490,29,10,4,7,4,5026
24699,3,1128,9,2,1,6,9,12591
24700,2,611,19,6,5,3,10,6361
24701,1,602,9,1,1,10,4,6436
24702,3,810,25,6,1,2,9,8158
24703,2,572,7,8,1,7,1,6292
24704,2,508,26,3,6,10,6,6141
24705,2,381,3,2,7,8,3,3893
24706,1,395,21,3,1,1,7,3821
24707,3,1104,18,5,1,2,6,13119
24708,3,958,8,8,8,3,6,10506
24709,3,1082,9,2,3,10,10,12664
24710,1,475,34,6,1,1,6,5052
24711,3,1313,1,6,9,3,8,12795
24712,1,558,37,3,7,3,6,6560
24713,2,614,14,10,4,6,2,6017
24714,3,1371,18,6,5,7,8,11919
24715,1,501,1,8,4,2,10,5145
24716,1,598,3,1,10,3,1,6932
24717,2,526,37,4,6,10,9,6793
24718,2,358,16,2,5,1,1,3963
24719,2,626,18,1,8,4,5,6724
24720,3,904,24,10,8,5,9,9569
24721,3,1202,30,4,4,9,6,11695
24722,3,1315,16,6,8,9,3,12326
24723,3,1304,15,7,7,8,2,13050
24724,1,567,19,10,8,7,9,6950
24725,1,426,4,4,2,6,10,5008
24726,2,448,8,2,3,7,1,5081
24727,1,558,18,2,3,4,2,6411
24728,2,384,21,1,8,5,1,3926
24729,1,402,19,1,4,8,1,4685
24730,2,470,13,9,7,3,9,5026
24731,2,583,4,6,3,2,4,6635
24732,2,508,24,9,4,5,6,6025
24733,2,466,11,1,9,8,6,5369
24734,1,456,40,5,3,4,8,4821
24735,2,529,14,5,4,2,9,6787
24736,2,362,15,7,9,10,3,4019
24737,2,618,29,8,10,8,3,6608
24738,3,1124,25,7,3,1,5,13144
24739,3,1234,26,3,1,1,8,12522
24740,2,405,28,1,9,10,10,4844
24741,1,406,32,9,3,6,3,5234
24742,1,415,24,10,2,8,1,5366
24743,1,414,4,1,3,9,10,4938
24744,2,387,29,8,2,9,9,4131
24745,2,453,28,10,9,3,2,4991
24746,3,1108,31,2,8,6,1,13016
24747,3,1346,16,10,3,9,4,12947
24748,1,417,16,3,7,6,2,5276
24749,3,1276,31,7,4,10,7,12613
24750,3,1023,38,7,4,10,10,13827
24751,1,570,20,7,9,7,3,6449
24752,3,1308,40,8,5,6,8,12318
24753,1,403,19,3,4,8,8,5443
24754,2,418,25,9,3,2,9,4604
24755,3,1041,5,10,7,9,8,12597
24756,1,449,13,6,8,7,1,4757
24757,2,502,13,2,10,9,5,6362
24758,3,1140,37,6,6,6,6,12737
24759,1,437,36,7,2,7,3,5353
24760,3,1090,22,3,2,6,4,13359
24761,3,1265,33,7,4,2,10,11816
24762,1,598,19,4,2,6,1,6490
24763,2,398,2,5,2,5,4,3758
24764,2,587,7,3,10,8,10,6231
24765,3,1370,18,4,2,2,6,13652
24766,1,434,3,2,7,5,4,5282
24767,1,636,33,6,5,2,8,6037
24768,2,498,3,3,2,7,8,4715
24769,3,936,17,9,6,10,4,10854
24770,3,833,14,5,9,9,6,8712
24771,1,406,15,6,3,4,8,4686
24772,1,384,32,7,3,1,10,4098
24773,1,574,12,5,1,4,3,6941
24774,3,1213,8,5,9,8,4,11942
24775,1,603,16,7,4,1,5,6591
24776,3,1339,22,6,7,3,7,13059
24777,3,1254,28,10,6,8,2,13205
24778,3,1052,26,9,2,7,5,13177
24779,3,1366,39,6,7,4,1,11547
24780,2,565,11,10,7,5,9,6336
24781,1,516,1,3,7,5,2,6326
24782,2,602,1,9,6,9,1,6538
24783,3,1131,23,10,7,3,1,13133
24784,1,489,31,4,9,5,6,5369
24785,3,918,9,2,4,7,4,9375
24786,1,494,22,3,10,4,2,4693
24787,3,1118,31,10,8,2,1,12545
24788,2,488,36,4,9,1,5,4941
24789,2,444,19,6,6,7,5,4726
24790,1,510,26,10,2,4,8,6165
24791,3,970,40,3,4,6,5,11001
24792,1,424,2,1,1,7,5,5123
24793,1,467,7,5,7,5,4,4617
24794,1,597,32,1,8,7,9,6446
24795,1,417,14,3,1,1,1,4764
24796,2,481,7,5,6,6,2,4852
24797,1,386,23,4,3,2,9,3945
24798,1,453,15,1,3,4,1,5348
24799,3,947,6,5,7,4,3,9234
24800,2,395,27,7,1,6,5,4306
24801,3,935,14,10,8,6,8,9054
24802,3,1351,18,4,7,1,2,12968
24803,3,914,20,3,5,1,5,11418
24804,2,575,26,10,4,5,4,6575
24805,3,1029,37,1,10,7,9,12834
24806,3,1038,32,6,2,4,9,12895
24807,1,634,29,8,7,2,2,6132
24808,3,1001,19,3,9,6,8,9032
24809,1,399,19,4,3,8,5,3718
24810,2,547,10,1,4,1,10,6391
24811,3,938,37,7,6,9,7,9725
24812,2,454,22,5,3,6,1,5035
24813,3,914,2,10,9,8,4,11473
24814,3,1202,29,2,5,6,9,11700
24815,2,547,17,9,1,6,4,6800
24816,1,489,1,3,10,6,9,5006
24817,1,611,5,7,2,2,6,6181
24818,3,1400,20,10,3,7,4,11961
24819,3,867,27,6,4,1,5,9343
24820,2,379,18,10,1,7,8,4088
24821,3,1058,19,6,3,10,10,12364
24822,3,1046,21,4,1,5,6,12471
24823,3,1166,12,8,8,4,2,13114
24824,2,607,31,4,6,6,9,6011
24825,2,522,12,6,8,3,3,6426
24826,1,487,9,8,2,7,5,5309
24827,3,1117,8,9,1,7,5,12510
24828,3,1197,27,7,7,2,5,12353
24829,1,436,39,1,9,2,3,4650
24830,1,451,29,4,5,9,7,4904
24831,3,869,39,9,2,10,10,9212
24832,2,528,13,7,8,8,7,6378
24833,3,1229,25,2,1,5,6,12829
24834,1,391,12,10,5,2,9,3972
24835,2,470,13,4,5,5,9,5123
24836,2,481,23,10,10,7,10,4735
24837,2,501,36,9,9,5,3,4773
24838,2,444,2,6,7,9,1,4530
24839,3,1026,23,5,1,6,10,12985
24840,2,592,37,6,5,5,6,6418
24841,3,1334,40,5,1,2,7,11523
24842,2,475,25,4,3,6,8,5333
24843,1,512,3,9,6,9,6,6786
24844,2,479,28,7,7,8,5,5005
24845,2,600,27,4,8,9,7,6738
24846,2,464,9,3,6,5,2,5181
24847,2,514,12,6,3,9,5,6206
24848,1,509,21,4,9,4,6,6941
24849,1,408,10,3,4,2,5,5479
24850,1,441,7,3,3,5,10,5241
24851,3,1193,13,7,4,5,4,12140
24852,1,528,22,3,6,5,6,6382
24853,3,1207,35,5,6,4,1,11776
24854,3,988,10,10,2,4,1,10716
24855,1,389,9,5,10,7,2,4177
24856,2,641,3,10,6,6,7,6925
24857,2,435,27,3,9,1,2,4631
24858,2,375,17,1,5,1,1,4447
24859,3,1370,6,2,10,6,1,11531
24860,3,956,34,2,5,4,1,9352
24861,2,488,28,5,10,5,10,4530
24862,2,530,38,10,4,6,6,6939
24863,3,1172,28,1,9,10,1,11750
24864,1,537,35,8,8,2,3,6623
24865,3,1196,2,1,10,8,9,12596
24866,1,566,14,4,6,2,9,6596
24867,3,1302,7,7,5,6,4,13691
24868,1,416,32,9,8,6,4,5429
24869,3,1255,40,1,10,8,7,12985
24870,3,1387,30,7,9,8,9,12533
24871,1,435,2,4,2,3,3,4584
24872,1,375,26,7,5,1,4,4480
24873,1,461,12,9,5,9,10,5373
24874,2,483,9,3,2,3,10,4893
24875,3,1304,23,2,1,10,4,12722
24876,2,522,4,7,5,9,7,6156
24877,3,930,17,9,3,10,8,9551
24878,1,630,18,5,1,5,9,6879
24879,1,465,11,6,1,5,2,4853
24880,1,472,37,7,1,10,10,5441
24881,1,597,11,4,6,2,10,6770
24882,2,476,10,8,9,5,3,5357
24883,2,602,23,7,1,7,2,6626
24884,1,385,6,2,2,7,9,4120
24885,2,479,35,6,1,9,4,4723
24886,2,557,36,5,7,5,1,6049
24887,2,428,8,3,1,6,4,4907
24888,2,376,37,5,8,7,6,3800
24889,2,604,22,3,7,10,8,6221
24890,1,594,14,5,10,10,5,6806
24891,2,438,25,9,8,5,10,5106
24892,2,537,24,8,2,9,3,6872
24893,3,1335,10,6,3,9,1,11866
24894,3,1390,29,7,6,3,6,13423
24895,3,951,8,3,1,4,7,10593
24896,2,596,38,5,5,1,3,6656
24897,2,547,37,4,4,4,8,6542
24898,2,441,29,4,1,10,3,4881
24899,3,802,5,10,6,7,3,7653
24900,3,1367,27,8,3,3,6,12669
24901,3,854,12,3,4,8,10,9088
24902,2,382,18,8,10,1,7,3954
